,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
9674,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,YAK Olives amanides,"1,95 €",0.4kg,"(4,88 € per quilo)"
9675,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,LA SOTA Olives firenze mix,"1,99 €",0.125kg,"(15,92 € per quilo)"
9676,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,RIOVERDE Olives amb cogombres,"1,95 €",0.18kg,"(10,83 € per quilo)"
9677,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives negres tallades,"1,00 €",0.15kg,"(6,67 € per quilo)"
9678,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives verdes tallades,"1,00 €",0.15kg,"(6,67 € per quilo)"
9679,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives Tapeo Latino,"1,84 €",0.15kg,"(12,27 € per quilo)"
9680,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives arbequines,"0,99 €",0.24kg,"(4,13 € per quilo)"
9681,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BLAI Olives arbequines,"1,55 €",0.16kg,"(9,69 € per quilo)"
9682,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives negres de Kalamata,"2,19 €",0.25kg,"(8,76 € per quilo)"
9683,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,MASROJANA Olives trencades,"1,65 €",0.22kg,"(7,50 € per quilo)"
9684,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives manzanilla amb pinyol,"1,99 €",0.35kg,"(5,69 € per quilo)"
9685,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,MORBE Olives sevillanes amb pinyol,"0,55 €",0.1kg,"(5,50 € per quilo)"
9686,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BLAI Olives empeltre,"1,80 €",0.18kg,"(10,00 € per quilo)"
9687,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives gordal amb pinyol,"2,99 €",0.35kg,"(8,54 € per quilo)"
9688,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives arbequines ecològiques,"1,69 €",0.215kg,"(7,86 € per quilo)"
9689,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives cocktail,"1,75 €",0.35kg,"(5,00 € per quilo)"
9690,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives gaspatxes picants amb pinyol,"1,79 €",0.35kg,"(5,11 € per quilo)"
9691,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,BONPREU Cogombres petits amb vinagre,"0,99 €",0.18kg,"(5,50 € per quilo)"
9692,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,RIOVERDE Cogombres amb sabor d'anxova,"1,34 €",0.18kg,"(7,44 € per quilo)"
9693,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,BONPREU Cogombres grans en vinagre,"0,79 €",0.18kg,"(4,39 € per quilo)"
9694,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,BONPREU Cogombres agredolços petits,"1,25 €",0.19kg,"(6,58 € per quilo)"
9695,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,BONPREU Cogombres agredolços llescats,"1,45 €",0.18kg,"(8,06 € per quilo)"
9696,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cogombres,BONPREU Cogombres agredolços grans,"1,55 €",0.36kg,"(4,31 € per quilo)"
9697,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Broquetes,BONPREU Broquetes vegetals picants,"1,15 €",0.15kg,"(7,67 € per quilo)"
9698,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Broquetes,RIOVERDE Broquetes gran bouquet,"1,65 €",0.17kg,"(9,71 € per quilo)"
9699,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Broquetes,BONPREU Broquetes de vegetals amb vinagre,"1,15 €",0.15kg,"(7,67 € per quilo)"
9700,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cebetes i tàperes,RIOVERDE Cebetes tradicionals al vinagre,"0,91 €",0.11kg,"(8,27 € per quilo)"
9701,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cebetes i tàperes,RIOVERDE Cebetes vermelles agredolces,"1,17 €",0.18kg,"(6,50 € per quilo)"
9702,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cebetes i tàperes,LA SOTA Tàperes,"1,03 €",0.06kg,"(17,17 € per quilo)"
9703,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Cebetes i tàperes,BONPREU Tàperes extres,"1,19 €",0.11kg,"(10,82 € per quilo)"
9704,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Amanida mediterrània amb vinagre,"0,89 €",0.19kg,"(4,68 € per quilo)"
9705,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Amanida xinesa amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)"
9706,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Pastanaga ratllada amb vinagre,"0,54 €",0.18kg,"(3,00 € per quilo)"
9707,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Còctel de confitats amb vinagre,"0,99 €",0.18kg,"(5,50 € per quilo)"
9708,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Remolatxa ratllada amb vinagre,"0,57 €",0.18kg,"(3,17 € per quilo)"
9709,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Brots germinats amb vinagre,"0,87 €",0.18kg,"(4,83 € per quilo)"
9710,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,RIOVERDE Alls suaus amb oli,"2,20 €",0.12kg,"(18,33 € per quilo)"
9711,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Bitxo amb vinagre,"0,78 €",0.12kg,"(6,50 € per quilo)"
9712,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONDUELLE Remolatxa en rodanxes,"1,89 €",0.305kg,"(6,20 € per quilo)"
9713,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Api ratllat amb vinagre,"0,71 €",0.18kg,"(3,94 € per quilo)"
9714,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,RIOVERDE Bitxo basc,"1,29 €",0.09kg,"(14,33 € per quilo)"
9715,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,RIOVERDE Panotxetes blat de moro al vinagre,"1,19 €",0.1kg,"(11,90 € per quilo)"
9716,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONPREU Remolatxa a rodanxes amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)"
9717,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,LA SOTA Tramusos,"1,29 €",0.25kg,"(5,16 € per quilo)"
9718,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,RIOVERDE Pastanaga baby al vinagre,"1,15 €",0.2kg,"(5,75 € per quilo)"
9719,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,RIOVERDE Variants àcids al vinagre,"0,99 €",0.18kg,"(5,50 € per quilo)"
9720,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,BONDUELLE Amanida mediterrània,"2,95 €",0.31kg,"(9,52 € per quilo)"
9721,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Resta de confitats,FERRER Ceba caramel·litzada,"1,99 €",0.145kg,"(13,72 € per quilo)"
9722,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Bitxos,BONPREU Bitxo amb vinagre,"0,78 €",0.12kg,"(6,50 € per quilo)"
9723,Alimentació,Conserves i plats preparats,Olives i confitats,Confitats,Bitxos,RIOVERDE Bitxo basc,"1,29 €",0.09kg,"(14,33 € per quilo)"
9724,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9725,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9726,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9727,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9728,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9729,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9730,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Estris de cuina,LA CASA Culleres,"2,95 €",3 per paquet,"(0,98 € per article)"
9731,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9732,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9733,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9734,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9735,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9736,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9737,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9738,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9739,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9740,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9741,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9742,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9743,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9744,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9745,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9746,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9747,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Ganivets i tisores,LA CASA Ganivets de taula,"2,95 €",2 per paquet,"(1,48 € per article)"
9748,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gots i copes,LUMINARC Got pinta 36 cl,"3,65 €",4 per paquet,"(0,91 € per article)"
9749,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gots i copes,LUMINARC Got vi 23 cl,"2,95 €",4 per paquet,"(0,74 € per article)"
9750,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gots i copes,LUMINARC Got sidra,"4,25 €",4 per paquet,"(1,06 € per article)"
9751,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9752,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9753,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9754,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9755,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gerres i ampolles,BRITA Disc filtrant,"12,95 €",3 per paquet,"(4,32 € per article)"
9756,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gerres i ampolles,BRITA Filtres gerra Maxtra+,"13,99 €",2 per paquet,"(7,00 € per article)"
9757,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9758,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Gerres i ampolles,BRITA MAXTRA Filtres gerra Maxtra+,"30,00 €",5 per paquet,"(6,00 € per article)"
9759,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9760,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9761,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9762,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9763,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9764,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9765,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9766,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9767,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Hermètics,CURVER Recipient hermètic quadrat,"2,99 €",5 per paquet,"(0,60 € per article)"
9768,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9769,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9770,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9771,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9772,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9773,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9774,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9775,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9776,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9777,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9778,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9779,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9780,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9781,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9782,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9783,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9784,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9785,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9786,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9787,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9788,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9789,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9790,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9791,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9792,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9793,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9794,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9795,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9796,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9797,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9798,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9799,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LA CASA Forquilles de taula,"2,95 €",3 per paquet,"(0,98 € per article)"
9800,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Ganivet carn serie Nordic,"2,65 €",2 per paquet,"(1,33 € per article)"
9801,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LA CASA Ganivet per a carn,"2,95 €",2 per paquet,"(1,48 € per article)"
9802,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LA CASA Culleres moka,"2,95 €",6 per paquet,"(0,49 € per article)"
9803,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Cullereta cafè serie Nordic,"2,65 €",6 per paquet,"(0,44 € per article)"
9804,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LA CASA Culleres de cafè,"2,95 €",6 per paquet,"(0,49 € per article)"
9805,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Forquilla postre serie Nordic,"2,65 €",6 per paquet,"(0,44 € per article)"
9806,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Cullera taula serie Nordic,"2,65 €",3 per paquet,"(0,88 € per article)"
9807,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LA CASA Forquilles de postres,"2,95 €",6 per paquet,"(0,49 € per article)"
9808,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Cullereta moka serie Nordic,"2,65 €",6 per paquet,"(0,44 € per article)"
9809,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Forquilla,"2,65 €",3 per paquet,"(0,88 € per article)"
9810,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Coberteria,LACASA Ganivet taula serie Nordic,"2,65 €",2 per paquet,"(1,33 € per article)"
9811,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9812,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9813,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9814,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Llumins i encenedors,TRES ESTRELLAS Llumins de fusta,"1,15 €",120 per paquet,"(0,01 € per article)"
9815,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9816,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9817,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Llumins i encenedors,CRICKET Encenedors originals,"2,35 €",3 per paquet,"(0,78 € per article)"
9818,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Llumins i encenedors,FACKELMANN Carregador per a encenedor,"4,35 €",0.09L,"(48,33 € per litre)"
9819,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
9820,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Llumins i encenedors,CRICKET Encenedor,"2,65 €",3 per paquet,"(0,88 € per article)"
9821,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Llumins i encenedors,CRICKET Encenedor pocket,"2,65 €",2 per paquet,"(1,33 € per article)"
9822,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Merceria,CREA PECAM Cordó elàstic blanc,"2,55 €",20m,"(0,13 € per mil·lilitre)"
9823,Neteja i llar,Complements de la llar,Parament de la llar,Parament de la llar,Merceria,CREA PECAM Velcro Brand negra adhesiva,"4,95 €",0.5m,"(9,90 € per mil·lilitre)"
