,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
5635,Alimentació,Conserves i plats preparats,Plats preparats,Plats base carn,-,CARRETILLA Mandonguilles amb salsa de tomàquet,"2,99 €",0.3kg,"(9,97 € per quilo)"
5636,Alimentació,Conserves i plats preparats,Plats preparats,Plats base carn,-,HUERTAS Cap i tripa,"1,99 €",0.415kg,"(4,80 € per quilo)"
5637,Alimentació,Conserves i plats preparats,Plats preparats,Plats base carn,-,BONPREU Nuggets delícies de pollastre,"2,99 €",0.34kg,"(8,79 € per quilo)"
5638,Alimentació,Conserves i plats preparats,Plats preparats,Plats base carn,-,TERRA I TAST Canelons de carn,"2,99 €",0.45kg,"(6,64 € per quilo)"
5639,Alimentació,Conserves i plats preparats,Plats preparats,Plats base carn,-,TERRA I TAST Canelons de carn,"7,99 €",1kg,"(7,99 € per quilo)"
5640,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Favada asturiana,"1,65 €",0.435kg,"(3,79 € per quilo)"
5641,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,HEINZ Mongetes,"0,83 €",0.415kg,"(2,00 € per quilo)"
5642,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,HUERTAS Favada asturiana,"1,15 €",0.415kg,"(2,77 € per quilo)"
5643,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Cocido madrileny,"2,00 €",0.44kg,"(4,55 € per quilo)"
5644,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Llenties a la riojana,"1,55 €",0.425kg,"(3,65 € per quilo)"
5645,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Favada asturiana -30% sal i greix,"1,99 €",0.435kg,"(4,57 € per quilo)"
5646,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Cigrons estofats ecològics,"2,39 €",0.425kg,"(5,62 € per quilo)"
5647,Alimentació,Conserves i plats preparats,Plats preparats,Llegums,-,LITORAL Llenties estofades ecològiques,"2,39 €",0.42kg,"(5,69 € per quilo)"
5648,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals clàssic,"1,59 €",0.093kg,"(17,10 € per quilo)"
5649,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Pasta oriental pollastre,"0,69 €",0.07kg,"(9,86 € per quilo)"
5650,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb pollastre,"1,59 €",0.093kg,"(17,10 € per quilo)"
5651,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb carn,"1,59 €",0.093kg,"(17,10 € per quilo)"
5652,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Fideus orientals,"0,69 €",0.07kg,"(9,86 € per quilo)"
5653,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb curry,"1,59 €",0.12kg,"(13,25 € per quilo)"
5654,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb pollastre,"1,15 €",0.06kg,"(19,17 € per quilo)"
5655,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals,"1,15 €",0.061kg,"(18,85 € per quilo)"
5656,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb pollastre i soja,"0,80 €",0.079kg,"(10,13 € per quilo)"
5657,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals clàssic,"1,10 €",0.097kg,"(11,34 € per quilo)"
5658,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,KUNG FU Fideus pollastre,"0,69 €",0.085kg,"(8,12 € per quilo)"
5659,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals al curri,"1,15 €",0.061kg,"(18,85 € per quilo)"
5660,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,GO-TAN Tallarines d'arròs,"1,99 €",0.25kg,"(7,96 € per quilo)"
5661,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,GO-TAN Fideus d'arròs,"2,25 €",0.25kg,"(9,00 € per quilo)"
5662,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,SOUBRY Fideus d'ou instantànis,"1,49 €",0.25kg,"(5,96 € per quilo)"
5663,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,KUNG FU Fideus vedella,"0,69 €",0.085kg,"(8,12 € per quilo)"
5664,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Fideus xili,"1,52 €",0.12kg,"(12,67 € per quilo)"
5665,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,TA-TUNG Tallarines wok,"1,99 €",0.3kg,"(6,63 € per quilo)"
5666,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,SOUBRY Fideus xinesos,"1,30 €",0.25kg,"(5,20 € per quilo)"
5667,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,ZANUY Condiment per fajita,"0,85 €",0.035kg,"(24,29 € per quilo)"
5668,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,AL'FEZ Falafel,"2,69 €",0.15kg,"(17,93 € per quilo)"
5669,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YANG TSE Fideus vermicelli,"1,63 €",0.25kg,"(6,52 € per quilo)"
5670,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Fideus orientals classic,"1,52 €",0.12kg,"(12,67 € per quilo)"
5671,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Fideus curri,"1,52 €",0.12kg,"(12,67 € per quilo)"
5672,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,KUNG FU Fideus gamba,"0,69 €",0.085kg,"(8,12 € per quilo)"
5673,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,TREVIJANO Alga wakame deshidratada,"2,25 €",0.05kg,"(45,00 € per quilo)"
5674,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,ARGENTE Crackers gust gamba,"0,85 €",0.065kg,"(13,08 € per quilo)"
5675,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,YATEKOMO Fideus orientals amb espècies,"1,15 €",0.08kg,"(14,38 € per quilo)"
5676,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Noodles amb gust a pollastre,"1,52 €",0.185kg,"(8,22 € per quilo)"
5677,Alimentació,Conserves i plats preparats,Plats preparats,Plats internacionals,-,MAGGI Noodles amb gust de curri,"1,52 €",0.185kg,"(8,22 € per quilo)"
5678,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,BONPREU Escalivada,"1,69 €",0.2kg,"(8,45 € per quilo)"
5679,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,TERRA I TAST Canelons de carn,"4,99 €",0.7kg,"(7,13 € per quilo)"
5680,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,TREVIJANO Sopa juliana,"2,39 €",0.1kg,"(23,90 € per quilo)"
5681,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,TREVIJANO Sopa de quinoa,"2,99 €",0.2kg,"(14,95 € per quilo)"
5682,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,GERBLÉ Quinoa ecològica,"2,99 €",0.22kg,"(13,59 € per quilo)"
5683,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,"GERBLÉ Blat, arròs vermell i quinoa ecològic","2,99 €",0.22L,"(13,59 € per litre)"
5684,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,GERBLÉ Llenties amb arròs i soja ecològica,"2,99 €",0.25kg,"(11,96 € per quilo)"
5685,Alimentació,Conserves i plats preparats,Plats preparats,Plats vegetarians,-,TERRA I TAST Quinoa amb verdures,"2,50 €",0.25kg,"(10,00 € per quilo)"
5686,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,CARRETILLA Amanida russa,"1,89 €",0.24kg,"(7,88 € per quilo)"
5687,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,CARLIT Trinxat de la Cerdanya ecològic,"3,99 €",0.4kg,"(9,98 € per quilo)"
5688,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,BRILLANTE Quinoa ecològica,"1,50 €",0.125kg,"(12,00 € per quilo)"
5689,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,LA SELVA Salsitxes de frankfurt còctel,"2,09 €",0.19kg,"(11,00 € per quilo)"
5690,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,LA SELVA Salsitxes cuites Frankfurt,"1,90 €",0.28kg,"(6,79 € per quilo)"
5691,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,TERRA I TAST Filet de lluç arrebossat,"2,99 €",0.17kg,"(17,59 € per quilo)"
5692,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,BRILLANTE Quinoa blanca i vermella,"1,35 €",0.25kg,"(5,40 € per quilo)"
5693,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,HENGSTENBERG Xucrut a l'estil bavarès,"1,62 €",0.65kg,"(2,49 € per quilo)"
5694,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,FERRER Ceba fregida,"1,55 €",0.39kg,"(3,97 € per quilo)"
5695,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,HUERTAS Escudella catalana,"2,55 €",0.415kg,"(6,14 € per quilo)"
5696,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,SOCICARACOL Cargols cuits,"2,99 €",0.5kg,"(5,98 € per quilo)"
5697,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,FERRER Samfaina casolana,"2,45 €",0.34kg,"(7,21 € per quilo)"
5698,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,BO DE DEBÒ Empedrat de tonyina,"3,39 €",0.3kg,"(11,30 € per quilo)"
5699,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,TERRA I TAST Ensalada russa,"1,99 €",0.25kg,"(7,96 € per quilo)"
5700,Alimentació,Conserves i plats preparats,Plats preparats,Altres plats preparats,-,MEICA Frankfurt frankfurter,"3,99 €",0.54kg,"(7,39 € per quilo)"
5701,Alimentació,Conserves i plats preparats,Paté i foie,Paté de pebre,-,CASA TARRADELLAS Paté al pebre negre,"0,96 €",0.125kg,"(7,68 € per quilo)"
5702,Alimentació,Conserves i plats preparats,Paté i foie,Paté de pebre,-,COREN 1P Paté al pebre,"0,95 €",0.16kg,"(5,94 € per quilo)"
5703,Alimentació,Conserves i plats preparats,Paté i foie,Paté de fines herbes,-,CASA TARRADELLAS Paté fines herbes,"0,96 €",0.125kg,"(7,68 € per quilo)"
5704,Alimentació,Conserves i plats preparats,Paté i foie,Paté de fines herbes,-,COREN 1P Paté de fines herbes,"0,95 €",0.16kg,"(5,94 € per quilo)"
5705,Alimentació,Conserves i plats preparats,Paté i foie,Paté de peix,-,LA PIARA Paté de tonyina amb oli d'oliva,"3,34 €",2 x 0.075kg,"(22,27 € per quilo)"
5706,Alimentació,Conserves i plats preparats,Paté i foie,Paté de peix,-,LA PIARA Paté de tonyina en oli,"3,00 €",2 x 0.075kg,"(20,00 € per quilo)"
5707,Alimentació,Conserves i plats preparats,Paté i foie,Paté de peix,-,CASA TARRADELLAS Paté de tonyina,"0,97 €",0.125kg,"(7,76 € per quilo)"
5708,Alimentació,Conserves i plats preparats,Paté i foie,Paté de peix,-,CASA TARRADELLAS Paté de salmó,"0,97 €",0.125kg,"(7,76 € per quilo)"
5709,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,LA PIARA Paté baix en calories,"2,89 €",2 x 0.073kg,"(19,79 € per quilo)"
5710,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,LA PIARA Paté de pernil ibèric,"2,75 €",2 x 0.073kg,"(18,84 € per quilo)"
5711,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,LA PIARA Paté picant,"2,75 €",2 x 0.073kg,"(18,84 € per quilo)"
5712,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CASA TARRADELLAS Paté d'ànec,"0,97 €",0.125kg,"(7,76 € per quilo)"
5713,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CASA TARRADELLAS Olivada,"1,05 €",0.125kg,"(8,40 € per quilo)"
5714,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,MARTIKO Paté d'ànec superior,"1,89 €",0.075kg,"(25,20 € per quilo)"
5715,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CASA TARRADELLAS Paté de porc ibèric,"0,97 €",0.125kg,"(7,76 € per quilo)"
5716,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,MARTIKO Paté d'ànec amb ceba caramel·litzada,"1,89 €",0.075kg,"(25,20 € per quilo)"
5717,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,MARTIKO Paté d'oca superior,"1,89 €",0.075kg,"(25,20 € per quilo)"
5718,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,JEAN BRUNET Paté d'ànec a l'armagnac,"2,25 €",0.18kg,"(12,50 € per quilo)"
5719,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,JEAN BRUNET Paté de Campanya amb pebre verd,"2,25 €",0.18kg,"(12,50 € per quilo)"
5720,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CUIT'S Taula de patés,"4,35 €",3 x 0.075kg,"(19,33 € per quilo)"
5721,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,MARTIKO Paté d'ànec qualitat superior,"2,95 €",0.13kg,"(22,69 € per quilo)"
5722,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,ARGETA Paté de pollastre,"1,29 €",0.095kg,"(13,58 € per quilo)"
5723,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,ARGETA Paté de pollastre extra,"1,29 €",0.095kg,"(13,58 € per quilo)"
5724,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CUIT'S Mousse d'ànec a les fines herbes,"1,49 €",0.125kg,"(11,92 € per quilo)"
5725,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CUIT'S Mousse d'ànec,"1,49 €",0.125kg,"(11,92 € per quilo)"
5726,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CUIT'S Mousse d'ànec a la pebre negra filatejat,"1,49 €",0.125kg,"(11,92 € per quilo)"
5727,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,ARGETA Paté de tonyina,"1,49 €",0.095kg,"(15,68 € per quilo)"
5728,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,COREN Paté de fetge de porc,"1,55 €",3 x 0.078kg,"(6,62 € per quilo)"
5729,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,COREN Magre de porc,"1,95 €",0.22kg,"(8,86 € per quilo)"
5730,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,CUIT'S Mousse d'ànec amb poma,"1,99 €",0.125kg,"(15,92 € per quilo)"
5731,Alimentació,Conserves i plats preparats,Paté i foie,Altres patés,-,NATURE Assortiment de paté mini,"3,25 €",0.18kg,"(18,06 € per quilo)"
5732,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,CAPDEVILA Foie mi-cuit,"4,99 €",0.065kg,"(76,77 € per quilo)"
5733,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,CAPDEVILA Foie gras mi-cuit d'ànec,"2,69 €",0.04kg,"(67,25 € per quilo)"
5734,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,BONPREU Foie gras d'ànec,"4,79 €",0.15kg,"(31,93 € per quilo)"
5735,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,CAPDEVILA Foie Entier Canard,"9,95 €",0.125kg,"(79,60 € per quilo)"
5736,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,CAPDEVILA Bloc foie gras d'ànec,"4,59 €",0.1kg,"(45,90 € per quilo)"
5737,Frescos,Xarcuteria,"Paté, foie, sobrassada",Foie gras,-,MARTIKO Foie gras sencer d'ànec,"6,27 €",0.1kg,"(62,70 € per quilo)"
5738,Alimentació,Conserves i plats preparats,Paté i foie,Farcits per sandvitxos,-,BOCADELIA Preparat sandvitx tonyina,"2,75 €",0.18kg,"(15,28 € per quilo)"
5739,Alimentació,Conserves i plats preparats,Fruites en conserva,Préssec,-,BONPREU Préssec en almívar a meitats,"0,89 €",0.24kg,"(3,71 € per quilo)"
5740,Alimentació,Conserves i plats preparats,Fruites en conserva,Préssec,-,BONPREU Préssec en almívar extra meitats,"1,39 €",0.48kg,"(2,90 € per quilo)"
5741,Alimentació,Conserves i plats preparats,Fruites en conserva,Préssec,-,BONPREU Préssec en almívar,"1,66 €",3 x 0.115kg,"(4,81 € per quilo)"
5742,Alimentació,Conserves i plats preparats,Fruites en conserva,Préssec,-,BONPREU Meitats de préssec 0% sucres afegits,"1,89 €",3 x 0.115kg,"(5,48 € per quilo)"
5743,Alimentació,Conserves i plats preparats,Fruites en conserva,Préssec,-,BUJANDA Préssec en almívar extra,"1,95 €",0.32kg,"(6,09 € per quilo)"
5744,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,BONPREU Pinya en el seu suc,"1,95 €",3 x 0.14kg,"(4,64 € per quilo)"
5745,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,DEL MONTE Pinya a rodanxes,"2,95 €",3 x 0.22kg,"(4,47 € per quilo)"
5746,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,DEL MONTE Pinya rodanxes en el seu suc,"2,55 €",0.51kg,"(5,00 € per quilo)"
5747,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,DEL MONTE Pinya trossejada en el seu suc,"2,95 €",3 x 0.14kg,"(7,02 € per quilo)"
5748,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,BONPREU Rodanxes de pinya en el seu suc,"1,55 €",0.49kg,"(3,16 € per quilo)"
5749,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,BONPREU Rodanxes de pinya trossejades,"1,10 €",0.27kg,"(4,07 € per quilo)"
5750,Alimentació,Conserves i plats preparats,Fruites en conserva,Pinya,-,DEL MONTE Pinya a rodanxes,"3,69 €",0.51kg,"(7,24 € per quilo)"
5751,Alimentació,Conserves i plats preparats,Fruites en conserva,Macedònia,-,BONPREU Còctel de fruites en almívar,"0,99 €",0.24kg,"(4,13 € per quilo)"
5752,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,BONPREU Codonyat,"1,79 €",0.25kg,"(7,16 € per quilo)"
5753,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,HELIOS Crema de codonyat,"1,10 €",0.17kg,"(6,47 € per quilo)"
5754,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,IFA Codonyat,"0,99 €",0.33kg,"(3,00 € per quilo)"
5755,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,HIDA Cabell d'Àngel,"1,69 €",0.52kg,"(3,25 € per quilo)"
5756,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,HELIOS Crema de préssec,"1,10 €",0.17kg,"(6,47 € per quilo)"
5757,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,SAN LORENZO Confitura codony,"0,99 €",0.4kg,"(2,48 € per quilo)"
5758,Alimentació,Conserves i plats preparats,Fruites en conserva,Codonyat i gelées,-,SAN LORENZO Codonyat sense sucres afegits,"1,69 €",0.37kg,"(4,57 € per quilo)"
5759,Alimentació,Conserves i plats preparats,Fruites en conserva,Altres fruites en conserva,-,HELIOS Pera en almívar,"2,99 €",0.48kg,"(6,23 € per quilo)"
5760,Alimentació,Conserves i plats preparats,Fruites en conserva,Altres fruites en conserva,-,ANELA FRUITS Postres de poma i mango,"1,14 €",2 x 0.05kg,"(11,40 € per quilo)"
5761,Alimentació,Conserves i plats preparats,Fruites en conserva,Altres fruites en conserva,-,ANELA Puré de poma i maduixa,"1,14 €",2 x 0.1kg,"(5,70 € per quilo)"
5762,Alimentació,Conserves i plats preparats,Fruites en conserva,Altres fruites en conserva,-,CUEVAS Guarnició de castanyes,"2,25 €",0.15kg,"(15,00 € per quilo)"
5763,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5764,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5765,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa pollastre i fideus fins,"0,55 €",0.072kg,"(7,64 € per quilo)"
5766,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa d'au amb fideus,"0,55 €",0.076kg,"(7,24 € per quilo)"
5767,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa de pollastre i meravella,"0,55 €",0.085kg,"(6,47 € per quilo)"
5768,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa au amb arròs,"0,55 €",0.08kg,"(6,88 € per quilo)"
5769,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,MAGGI Sopa de pollastre amb fideus,"0,55 €",0.082kg,"(6,71 € per quilo)"
5770,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa jardinera,"0,55 €",0.071 per paquet,"(7,75 € per article)"
5771,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5772,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5773,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes normals,-,GALLINA BLANCA Sopa pollastre baixa en sal,"0,55 €",0.035 per paquet,"(15,71 € per article)"
5774,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,GALLINA BLANCA Sopa instantània de pollastre 3 sobres,"1,10 €",3 per paquet,"(0,37 € per article)"
5775,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,GALLINA BLANCA Sopinstant verdures 3 sobres,"1,10 €",3 per paquet,"(0,37 € per article)"
5776,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,GALLINA BLANCA Sopa instantània de pollastre,"1,10 €",3 x 1 per paquet,"(0,37 € per article)"
5777,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,GALLINA BLANCA Crema de xampinyons instantània,"1,10 €",3 x 1 per paquet,"(0,37 € per article)"
5778,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,SORRIBAS Sopa vegetal,"3,25 €",0.5kg,"(6,50 € per quilo)"
5779,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Sopes instantànies,-,BIOGRÁ Sopa miso amb verdures ecològica,"3,30 €",0.16kg,"(20,63 € per quilo)"
5780,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de pollastre,"1,80 €",1L,"(1,80 € per litre)"
5781,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà d'escudella,"1,80 €",1L,"(1,80 € per litre)"
5782,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de peix,"1,80 €",1L,"(1,80 € per litre)"
5783,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de pollastre baix en sal,"1,80 €",1L,"(1,80 € per litre)"
5784,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà suau de pollastre,"1,80 €",1L,"(1,80 € per litre)"
5785,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de carn d'olla,"1,80 €",1L,"(1,80 € per litre)"
5786,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou de peix,"4,30 €",1L,"(4,30 € per litre)"
5787,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou natural de carn d'olla,"4,30 €",1L,"(4,30 € per litre)"
5788,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de carn,"1,80 €",1L,"(1,80 € per litre)"
5789,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de verdures,"1,80 €",1L,"(1,80 € per litre)"
5790,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou casolà de carn d'olla,"1,80 €",1L,"(1,80 € per litre)"
5791,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,BONPREU Brou de pollastre,"0,90 €",1L,"(0,90 € per litre)"
5792,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou de pollastre,"3,59 €",1L,"(3,59 € per litre)"
5793,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,BONPREU Brou de pollastre baix en sal,"0,89 €",1L,"(0,89 € per litre)"
5794,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou de pollastre baix en sal,"3,59 €",1L,"(3,59 € per litre)"
5795,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou vegetal,"3,59 €",1L,"(3,59 € per litre)"
5796,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,BONPREU Brou de peix i marisc,"1,20 €",1L,"(1,20 € per litre)"
5797,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou natural de pollastre,"2,40 €",0.5L,"(4,80 € per litre)"
5798,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou de pollastre,"5,90 €",4 x 1L,"(1,48 € per litre)"
5799,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou per paella fàcil,"2,69 €",1L,"(2,69 € per litre)"
5800,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou de pollastre de corral gourmet,"2,60 €",1L,"(2,60 € per litre)"
